Date,Corn,TR,IR,ER,ine,FP.CFI,CFD,GPR,EPU,corn
26/3/2018,1760,2.908,2.543,6.3193,428.61,115.5879,374,103.49,89.77,1760
27/3/2018,1747,2.908,2.5935,6.2816,422.77,115.6918,374,119.24,22.48,1747
28/3/2018,1749,2.908,2.592,6.2785,409.22,115.3216,373.2,101.48,26.48,1749
29/3/2018,1745,2.908,2.581,6.3046,408.67,114.3629,387,213.3,16.75,1745
30/3/2018,1744,2.9223,2.69,6.2881,419.09,115.8904,387,62.7,44.07,1744
2/4/2018,1750,2.9223,2.622,6.2764,415.4,117.1549,387,149.57,167.71,1750
3/4/2018,1745,2.9223,2.574,6.2833,401.62,116.9632,388,37.31,88.73,1745
4/4/2018,1760,2.9223,2.469,6.2926,400.75,117.6011,381.4,151.7,52.9,1760
9/4/2018,1758,2.9223,2.528,6.3114,401.58,120.3876,398.2,83.72,275.14,1758
10/4/2018,1749,2.9223,2.551,6.3071,412.61,119.2871,398,58.76,56.17,1749
11/4/2018,1751,2.9223,2.561,6.2911,417.09,118.5292,394.6,93.37,79.88,1751
12/4/2018,1744,2.9223,2.557,6.2834,428.15,118.0022,396,120.34,190.11,1744
13/4/2018,1748,2.6067,2.557,6.2898,426.43,117.7523,393.6,100.36,141.34,1748
16/4/2018,1741,2.6067,2.582,6.2884,423.93,117.3638,391,70.18,65.26,1741
17/4/2018,1740,2.6067,2.665,6.2771,426.73,116.7768,389.2,115.9,65.55,1740
18/4/2018,1738,2.6067,2.679,6.2817,429.17,117.0627,391,188.22,71.44,1738
19/4/2018,1737,2.6067,2.733,6.2832,440.11,117.039,390,136.36,46.61,1737
20/4/2018,1742,2.6242,2.747,6.2897,436.28,117.5159,385.2,302.92,47.54,1742
23/4/2018,1741,2.6242,2.724,6.3034,439.21,117.3841,387.2,136.91,66.91,1741
24/4/2018,1738,2.6242,2.736,6.3229,446.91,116.8141,389.6,114.36,35.09,1738
25/4/2018,1737,2.6242,2.728,6.3066,437.65,116.9803,395,86.08,108.69,1737
26/4/2018,1727,2.6242,2.765,6.3283,441.05,116.5812,395,226.18,68.42,1727
27/4/2018,1731,2.6937,2.921,6.3393,443.81,116.0989,398.2,261.32,25.82,1731
2/5/2018,1736,2.6937,2.72,6.367,443.05,116.8711,405,367.27,95.92,1736
3/5/2018,1739,2.6937,2.681,6.3732,446.67,117.0369,408,225.3,57.16,1739
4/5/2018,1744,2.6287,2.594,6.3521,446.54,116.6645,405.4,91.93,38.51,1744
7/5/2018,1742,2.6287,2.582,6.3584,458.01,116.8864,400.6,74.92,96.74,1742
8/5/2018,1744,2.6287,2.575,6.3674,458.7,115.8917,403.6,48.75,100.02,1744
9/5/2018,1747,2.6287,2.52,6.3733,464.81,115.7457,403,100.73,62.2,1747
10/5/2018,1752,2.6287,2.509,6.3768,476,116.1104,401,218.1,74.02,1752
11/5/2018,1754,2.6718,2.487,6.3524,470.88,115.9238,396.2,244.38,78.27,1754
14/5/2018,1763,2.6718,2.58,6.3345,465.29,115.6248,396.2,207.48,127.21,1763
15/5/2018,1767,2.6718,2.641,6.3486,472.49,115.2654,402,114.51,42.73,1767
16/5/2018,1770,2.6718,2.766,6.3745,472.77,114.5035,399.2,130.81,50.06,1770
17/5/2018,1768,2.6718,2.597,6.3679,481.44,114.5916,395.4,74.95,74.49,1768
18/5/2018,1772,2.7441,2.563,6.3763,486.11,115.2023,401.4,138.88,129.32,1772
21/5/2018,1780,2.7441,2.527,6.3852,482.09,115.8179,402.2,197.56,87.84,1780
22/5/2018,1769,2.7441,2.525,6.3799,484.83,115.9772,404,239.83,92.17,1769
23/5/2018,1764,2.7441,2.53,6.3773,484.32,116.0044,408.2,193.56,171.23,1764
24/5/2018,1785,2.7441,2.53,6.3816,484.79,116.6735,404,217.98,48.9,1785
25/5/2018,1779,2.7982,2.528,6.3867,477.23,117.1073,405.6,86.8,102.1,1779
28/5/2018,1784,2.7982,2.533,6.3962,462.68,116.5621,405.6,38.17,49.45,1784
29/5/2018,1788,2.7982,2.742,6.4021,463.6,117.1269,400,99.41,50.44,1788
30/5/2018,1780,2.7982,2.884,6.4207,463.56,118.0106,393.4,168.4,135.21,1780
31/5/2018,1777,2.7982,2.831,6.4144,472.22,117.4877,393.6,413.54,77.32,1777
1/6/2018,1768,2.9247,2.801,6.4078,474.42,117.4714,391.2,367.72,109.62,1768
4/6/2018,1768,2.9247,2.599,6.4208,470.57,117.7472,381,225.67,80.79,1768
5/6/2018,1762,2.9247,2.584,6.4157,465.9,116.414,383.6,132.88,36.31,1762
6/6/2018,1763,2.9247,2.562,6.404,464.79,115.7773,378.6,125.78,37.98,1763
7/6/2018,1767,2.9247,2.555,6.3919,465.43,115.3818,376,184.97,55.99,1767
8/6/2018,1755,2.9068,2.563,6.4003,468.09,113.8393,377.6,159.58,112.51,1755
11/6/2018,1753,2.9068,2.573,6.4064,467.31,113.3529,367.2,147.3,138.36,1753
12/6/2018,1753,2.9068,2.584,6.4121,471.79,113.2181,398,218.67,235.59,1753
13/6/2018,1756,2.9068,2.589,6.4156,464.35,112.9444,396.2,106.97,137.07,1756
14/6/2018,1763,2.9068,2.591,6.3962,467.92,113.1704,386,65.2,96.72,1763
15/6/2018,1760,2.9166,2.592,6.4306,467,113.1273,383.2,35.16,68.71,1760
19/6/2018,1763,2.9166,2.59,6.4235,460.14,113.2691,376,175.55,165.86,1763
20/6/2018,1770,2.9166,2.619,6.4586,463.99,112.1601,376.2,120.11,222.05,1770
21/6/2018,1767,2.9166,2.593,6.4706,459.67,112.2259,378,214.82,71.67,1767
22/6/2018,1767,3.0371,2.586,6.4804,458.86,111.4772,377.4,248.53,80.35,1767
25/6/2018,1776,3.0371,2.564,6.4893,466.23,112.1524,371.2,214.8,63.53,1776
26/6/2018,1780,3.0371,2.518,6.518,471.26,112.3385,373,139.97,218.91,1780
27/6/2018,1786,3.0371,2.445,6.5569,484.77,113.3653,372,102.02,39.58,1786
28/6/2018,1781,3.0371,2.289,6.596,490.76,113.6972,366.4,140.48,89.28,1781
29/6/2018,1787,3.1218,2.628,6.6166,494.57,114.1791,370.4,110.01,54.02,1787
2/7/2018,1785,3.1218,2.519,6.6157,501.3,114.5929,360,202.29,80.26,1785
3/7/2018,1786,3.1218,2.42,6.6497,503.33,114.206,365,80.26,119.73,1786
4/7/2018,1785,3.1218,2.199,6.6595,496.5,114.0328,365,263.59,87.2,1785
5/7/2018,1778,3.1218,2.132,6.618,497.37,113.1367,363.2,119.65,80.07,1778
6/7/2018,1779,2.4227,1.967,6.6336,495.47,112.8827,371.6,51.85,184.49,1779
9/7/2018,1782,2.4227,1.991,6.6393,497.51,113.2294,367.4,218.74,110.48,1782
10/7/2018,1776,2.4227,2.308,6.6259,504.65,112.2042,360.2,242.25,81.98,1776
11/7/2018,1845,2.4227,2.406,6.6234,507.7,111.8976,353.6,159.78,40.76,1845
12/7/2018,1844,2.4227,2.487,6.6726,492.36,111.4811,358.2,119.46,84.92,1844
13/7/2018,1848,2.4938,2.48,6.6727,490.9,111.2398,353.6,155.8,74.75,1848
16/7/2018,1863,2.4938,2.557,6.6758,491.67,110.8852,355.6,108.02,89.31,1863
17/7/2018,1862,2.4938,2.591,6.6821,478.96,111.719,359.6,128.66,58.55,1862
18/7/2018,1862,2.4938,2.525,6.6914,481.23,111.8726,360.6,192.45,75.12,1862
19/7/2018,1861,2.4938,2.416,6.7066,485.81,111.9598,365,208.84,55.33,1861
20/7/2018,1858,2.3939,2.346,6.7671,493.03,112.2811,368,200.81,132.11,1858
23/7/2018,1835,2.3939,2.362,6.7593,490.1,112.0843,370.2,220.09,78.59,1835
24/7/2018,1840,2.3939,2.353,6.7891,494.38,111.7919,366,96.99,77.37,1840
25/7/2018,1835,2.3939,2.349,6.804,502.76,112.512,372,134.24,57.92,1835
26/7/2018,1837,2.3939,2.321,6.7662,503.38,112.9165,375,27.2,104.65,1837
30/7/2018,1844,2.2629,2.198,6.8131,509.49,113.6736,381.2,56.94,153.38,1844
31/7/2018,1854,2.2629,2.066,6.8165,512.74,114.3263,385.6,142.8,91.35,1854
1/8/2018,1855,2.2629,2.028,6.8293,502.9,113.8019,379.4,141.26,57.71,1855
2/8/2018,1851,2.2629,1.97,6.7942,502.96,113.5702,381,121.82,117.93,1851
3/8/2018,1845,2.1185,1.849,6.8322,512.95,113.398,384.6,82.6,87.73,1845
6/8/2018,1872,2.1185,1.819,6.8513,518.26,113.8155,384.6,29.62,112.91,1872
7/8/2018,1869,2.1185,1.613,6.8431,536.67,114.6336,384.2,79.68,72.24,1869
8/8/2018,1888,2.1185,1.422,6.8313,521.01,115.2267,384.4,107.57,56.98,1888
9/8/2018,1874,2.1185,1.622,6.8317,514.98,116.1493,382,212.49,69.96,1874
10/8/2018,1874,1.9653,1.826,6.8395,508.22,115.8926,371,164.55,76.97,1874
13/8/2018,1893,1.9653,2.113,6.8629,511.06,114.8088,370.4,100.29,88.52,1893
14/8/2018,1892,1.9653,2.328,6.8695,516.85,114.803,376.4,164.83,55.18,1892
15/8/2018,1892,1.9653,2.345,6.8856,511.21,115.1389,376,52.52,20.08,1892
16/8/2018,1883,1.9653,2.511,6.8946,498.92,113.9182,379.6,61.62,30.89,1883
17/8/2018,1865,2.0885,2.58,6.8894,496.96,114.0509,378.6,143.98,62.36,1865
20/8/2018,1873,2.0885,2.625,6.8718,490.67,113.6787,377.2,129.71,45.18,1873
21/8/2018,1869,2.0885,2.636,6.836,495.38,113.5836,373.2,65.49,81.92,1869
22/8/2018,1884,2.0885,2.538,6.8271,503.48,114.0978,367.4,117.84,38.52,1884
23/8/2018,1878,2.0885,2.454,6.8367,506.7,113.5801,360.4,166.74,89.75,1878
24/8/2018,1876,2.1307,2.392,6.871,510.28,113.1429,363.4,105.74,80.33,1876
27/8/2018,1882,2.1307,2.44,6.8508,509.24,112.2958,360.2,88.04,108.44,1882
28/8/2018,1887,2.1307,2.4255,6.8052,510.46,111.9428,356.2,137.92,165.65,1887
29/8/2018,1877,2.1307,2.3895,6.8072,507.54,111.7519,356.4,144.78,92.96,1877
30/8/2018,1884,2.1307,2.277,6.8113,521,111.8815,356,150.83,90.46,1884
31/8/2018,1904,2.1201,2.309,6.8246,522.28,112.0507,365,247.37,121.46,1904
3/9/2018,1924,2.1201,2.277,6.8347,519.41,112.1196,365,119.24,115.11,1924
4/9/2018,1915,2.1201,2.195,6.8183,523.29,112.4171,368.4,135.96,74.36,1915
5/9/2018,1916,2.1201,2.164,6.8266,520.94,112.5827,365,115.98,37.66,1916
6/9/2018,1914,2.1201,2.494,6.8217,519.7,112.4346,366,232.55,68.5,1914
7/9/2018,1914,2.1254,2.591,6.8212,516.56,112.3125,366.6,114.29,67.9,1914
10/9/2018,1924,2.1254,2.573,6.8389,524.23,112.8214,367.2,117.84,47.25,1924
11/9/2018,1918,2.1254,2.59,6.8488,524.05,113.0908,366,118.95,49.37,1918
12/9/2018,1904,2.1254,2.557,6.8546,535.68,113.0867,353,76.13,40.31,1904
13/9/2018,1882,2.1254,2.53,6.8488,533.1,112.1771,350.4,191.99,29.73,1882
14/9/2018,1880,2.1209,2.489,6.8362,525.63,112.0257,352,94.06,36.1,1880
17/9/2018,1884,2.1209,2.466,6.8509,527.7,112.3496,348,195.59,100.71,1884
18/9/2018,1885,2.1209,2.654,6.8554,523.28,112.3339,343,189.15,71.72,1885
19/9/2018,1888,2.1209,2.562,6.8569,528.52,111.5217,345,153.03,74.06,1888
20/9/2018,1893,2.1209,2.519,6.853,535.69,111.6379,352.4,82.22,54.24,1893
21/9/2018,1882,2.0735,2.514,6.8357,531.92,111.5735,357.2,143.71,88.17,1882
25/9/2018,1861,2.0735,2.543,6.844,549.05,112.6101,363.6,26.67,55.65,1861
26/9/2018,1858,2.0735,2.553,6.8571,554.15,113.4756,362.6,13.02,37.16,1858
27/9/2018,1853,2.0735,2.46,6.8642,557.66,113.28,364.4,154.7,22.95,1853
28/9/2018,1847,2.0735,2.445,6.8792,563.49,113.6517,356.6,119.24,52.38,1847
8/10/2018,1864,2.0735,2.536,6.8957,572.35,115.4996,366.4,189.21,112.49,1864
9/10/2018,1864,2.0735,2.502,6.9019,592.76,116.7232,364.4,144.78,31.39,1864
10/10/2018,1846,2.0735,2.398,6.9072,597.19,116.7839,362,231.88,58.99,1846
11/10/2018,1867,2.0735,2.36,6.9098,574.15,116.3658,369,112.66,68.38,1867
12/10/2018,1863,1.9269,2.439,6.912,573.18,115.9176,373,89.68,103.11,1863
15/10/2018,1854,1.9269,2.377,6.9154,572.89,116.1222,377,177.11,85.8,1854
16/10/2018,1855,1.9269,2.373,6.9119,559.89,115.856,375.2,258.36,109.71,1855
17/10/2018,1858,1.9269,2.353,6.9103,565.94,115.4585,374,166.94,77.94,1858
18/10/2018,1868,1.9269,2.427,6.9275,554.69,115.7488,370.4,262.33,100.13,1868
19/10/2018,1876,2.1712,2.445,6.9387,551.81,115.3379,366.4,162.23,70.3,1876
22/10/2018,1888,2.1712,2.475,6.9236,559.24,114.9032,369.2,231.9,89.49,1888
23/10/2018,1883,2.1712,2.451,6.9338,554.09,114.6157,370,103.7,52.04,1883
24/10/2018,1886,2.1712,2.393,6.9357,536.24,114.3004,368,169.25,73.6,1886
25/10/2018,1891,2.1712,2.215,6.9409,536.24,114.1595,361.2,186.33,89.53,1891
26/10/2018,1891,2.2207,2.067,6.951,538.08,113.8454,368,128.87,65.53,1891
29/10/2018,1897,2.2207,1.852,6.9377,536.42,113.5208,367,155.76,64.23,1897
30/10/2018,1910,2.2207,1.566,6.9574,541.95,112.7943,364.6,156.79,51.28,1910
31/10/2018,1891,2.2207,2.37,6.9646,536.6,112.4692,363.2,34.25,79.07,1891
1/11/2018,1890,2.2207,2.547,6.967,524.43,111.974,365.6,54.28,84.17,1890
2/11/2018,1880,2.3193,2.477,6.9371,512.4,109.9268,371,112.24,82.99,1880
5/11/2018,1888,2.3193,2.4345,6.8976,511.05,109.6113,373.4,209.2,90.47,1888
6/11/2018,1889,2.3193,2.27,6.9075,509.88,110.085,372.4,158.76,148.95,1889
7/11/2018,1893,2.3193,2.0906,6.9065,500.9,110.0083,372,123.11,61.17,1893
8/11/2018,1895,2.3193,1.978,6.9163,505.71,109.6043,373.2,51.76,51.63,1895
9/11/2018,1916,2.2507,2.038,6.9329,498.08,109.1234,369.6,57.81,41.01,1916
12/11/2018,1921,2.2507,2.309,6.9476,501.7,108.7762,369.6,72.17,42.33,1921
13/11/2018,1911,2.2507,2.468,6.9629,488.02,108.4215,366,182.04,64.87,1911
14/11/2018,1897,2.2507,2.325,6.9402,470.69,107.577,378,214.64,53.94,1897
15/11/2018,1880,2.2507,2.339,6.9392,469.31,107.2704,378,165.12,55.04,1880
16/11/2018,1887,2.2158,2.345,6.9377,473.81,108.1736,375.6,119.41,30.47,1887
19/11/2018,1898,2.2158,2.551,6.9245,472.72,107.9999,373.4,68.78,10.92,1898
20/11/2018,1964,2.2158,2.609,6.928,466.04,107.5649,372.6,58.72,29.26,1964
21/11/2018,1966,2.2158,2.579,6.9449,449.23,107.6743,372,35.01,46.86,1966
22/11/2018,1949,2.2158,2.456,6.9391,445.01,107.7289,372,119.76,21.81,1949
23/11/2018,1952,2.2377,2.356,6.9306,435.22,107.5215,370.2,15.92,24.17,1952
26/11/2018,1955,2.2377,2.498,6.9453,421.09,106.7524,368,64.31,168.44,1955
27/11/2018,1965,2.2377,2.556,6.9463,420.52,106.1284,368,132.93,93.08,1965
28/11/2018,1972,2.2377,2.539,6.95,430.68,106.1643,373,124.21,100.92,1972
29/11/2018,1958,2.2377,2.262,6.9353,412.27,106.8213,373,39.67,183.21,1958
30/11/2018,1953,2.3379,2.642,6.9357,420.51,106.7403,377.2,33.87,136.43,1953
3/12/2018,1912,2.3379,2.515,6.9431,433.96,106.6246,381,70.9,158.49,1912
4/12/2018,1879,2.3379,2.445,6.8939,435.61,105.7927,384,35.82,109.29,1879
5/12/2018,1884,2.3379,2.267,6.8476,429.1,106.011,384.2,67.27,83.26,1884
6/12/2018,1888,2.3379,2.418,6.8599,426.46,106.4087,382.4,99.78,110.19,1888
7/12/2018,1861,2.3704,2.416,6.8664,416.42,106.0284,385.2,133.28,101.45,1861
10/12/2018,1865,2.3704,2.453,6.8693,433.15,105.8383,384,70.31,71.08,1865
11/12/2018,1871,2.3704,2.463,6.8996,423.27,105.5431,384.6,12.03,88.44,1871
12/12/2018,1870,2.3704,2.424,6.9064,428.9,105.5788,384.6,143.51,57.97,1870
13/12/2018,1874,2.3704,2.519,6.8769,425.32,105.6601,384,134.95,121.67,1874
14/12/2018,1872,2.5535,2.655,6.875,426.72,105.0958,384.4,90.54,86.56,1872
17/12/2018,1861,2.5535,2.625,6.8908,423.25,104.9726,383.6,165.68,101.75,1861
18/12/2018,1850,2.5535,2.669,6.8854,413.14,105.0433,385,119.15,103.24,1850
19/12/2018,1871,2.5535,2.654,6.8869,397.47,105.5393,382,48.37,114.17,1871
20/12/2018,1870,2.5535,2.567,6.8936,400.59,105.671,375.6,34.87,79.38,1870
21/12/2018,1863,2.71,2.486,6.8825,391.21,105.2585,378.2,193.82,144.91,1863
24/12/2018,1831,2.71,2.316,6.9006,385.97,104.3067,377.6,125.66,141.79,1831
25/12/2018,1847,2.71,2.028,6.8919,358.12,103.8531,377.6,176.65,171.11,1847
26/12/2018,1855,2.71,2.029,6.8845,358.58,103.7944,373.4,103.21,198.19,1855
27/12/2018,1851,2.71,1.793,6.8894,383.48,103.7311,374.2,122.57,161.1,1851
28/12/2018,1869,2.5986,1.47,6.8632,376.81,103.2772,374.6,24.42,156.65,1869
2/1/2019,1861,2.5986,2.3,6.8482,372.31,103.8839,375.6,48.22,146.97,1861
3/1/2019,1870,2.5986,1.968,6.8631,385.53,104.4221,380,100.42,212.58,1870
4/1/2019,1863,2.3115,1.649,6.8586,398.28,105.0368,382.4,29.94,153.15,1863
7/1/2019,1853,2.3115,1.447,6.8517,407.83,105.3197,382.6,130.86,148.61,1853
8/1/2019,1838,2.3115,1.414,6.8402,405.87,105.3161,380,87.77,259.25,1838
9/1/2019,1843,2.3115,1.567,6.8526,416.64,105.4529,382,110.57,120.42,1843
10/1/2019,1835,2.3115,1.743,6.816,422.23,105.427,376.4,79.08,148.84,1835
11/1/2019,1826,2.2426,1.708,6.7909,427.45,104.6599,378.4,70.78,170.68,1826
14/1/2019,1811,2.2426,1.878,6.756,415.41,103.9916,379,51.97,223.58,1811
15/1/2019,1810,2.2426,2.245,6.7542,416.97,103.6925,372,143.51,104.39,1810
16/1/2019,1826,2.2426,2.306,6.7615,423.63,103.6963,374,101.08,173.46,1826
17/1/2019,1820,2.2426,2.259,6.7592,425.72,103.7047,380,176.61,168.92,1820
18/1/2019,1824,2.2109,2.1785,6.7665,432.18,104.1828,380.4,125.06,154.17,1824
21/1/2019,1833,2.2109,2.24,6.7774,439.13,105.4275,379,59.99,216.29,1833
22/1/2019,1842,2.2109,2.243,6.7854,434.81,105.86,379,113.35,107.95,1842
23/1/2019,1839,2.2109,2.244,6.7969,432.7,105.8607,379,172.89,88.26,1839
24/1/2019,1836,2.2109,2.263,6.7802,426.27,105.9738,377,143.92,106.06,1836
25/1/2019,1863,2.2304,2.362,6.7941,431.22,106.1384,380,188.41,105.17,1863
28/1/2019,1854,2.2304,2.194,6.7472,422.55,106.4739,379.6,120.75,73.71,1854
29/1/2019,1857,2.2304,2.078,6.7356,418.4,106.4495,377.4,135.86,62.53,1857
30/1/2019,1865,2.2304,2.0021,6.7343,424.97,106.2478,380.6,133.52,123.71,1865
31/1/2019,1863,2.2304,2.238,6.7025,430.75,106.2982,376,46.69,126.24,1863
1/2/2019,1873,2.2304,2.1,6.7081,423.66,106.6332,378,132.22,95.81,1873
11/2/2019,1865,2.2304,2.265,6.7495,430.14,106.9381,373,130.31,59.53,1865
12/2/2019,1861,2.2304,2.017,6.7765,428.79,107.1273,378,204.6,45.91,1861
13/2/2019,1849,2.2304,1.722,6.7675,435.69,106.8567,378.6,135.06,93.01,1849
14/2/2019,1832,2.2304,1.721,6.7744,445.35,106.4216,382.4,196.75,35.99,1832
15/2/2019,1836,2.005,1.713,6.7623,448.75,105.9393,382.4,84.15,55.54,1836
18/2/2019,1816,2.005,1.8224,6.7659,459.84,105.9426,378,48.54,57.35,1816
19/2/2019,1823,2.005,1.967,6.7642,460.52,106.3392,378,99.11,79.79,1823
20/2/2019,1806,2.005,1.854,6.7558,455.88,105.7408,379.4,114.91,65.36,1806
21/2/2019,1809,2.005,2.03,6.722,457.49,105.4189,383.2,114.18,87.44,1809
22/2/2019,1811,1.9973,2.431,6.7151,456.82,105.8409,384.2,117.37,115.34,1811
25/2/2019,1784,1.9973,2.605,6.7131,449.42,105.4091,380,158.72,84.03,1784
26/2/2019,1791,1.9973,2.705,6.6952,433.72,105.1211,375.6,59.77,68.54,1791
27/2/2019,1795,1.9973,2.654,6.6857,439.04,104.4905,373.2,63.2,128.81,1795
28/2/2019,1821,1.9973,2.584,6.6901,440.53,104.3279,370.6,176.05,125.24,1821
1/3/2019,1820,1.9736,2.155,6.6957,450.27,105.3924,372.4,81.78,110.76,1820
4/3/2019,1814,1.9736,1.933,6.7049,437.3,105.7342,375,206.07,71.01,1814
5/3/2019,1824,1.9736,2.266,6.6998,435.46,105.6261,376,60.69,138.38,1824
6/3/2019,1819,1.9736,2.074,6.7053,439.25,106.0139,372.2,126.81,78.64,1819
7/3/2019,1831,1.9736,2.06,6.711,440.85,106.0355,365,48.11,138.86,1831
8/3/2019,1828,1.8859,2.047,6.7235,438.38,105.9852,364.2,25.04,81.81,1828
11/3/2019,1835,1.8859,2.092,6.7202,441.2,106.3334,362,26.66,161.35,1835
12/3/2019,1844,1.8859,2.365,6.7128,447.13,105.9788,366,162.68,93.23,1844
13/3/2019,1829,1.8859,2.079,6.7114,448.49,105.6369,366.2,34.69,81.38,1829
14/3/2019,1838,1.8859,2.31,6.7009,454.33,105.5469,370,157.2,56.33,1838
15/3/2019,1847,2.0629,2.655,6.7167,454.77,105.2664,373,67.35,66.48,1847
18/3/2019,1856,2.0629,2.756,6.7088,452.09,105.621,371.6,45.49,77.23,1856
19/3/2019,1850,2.0629,2.666,6.7062,459.26,105.58,371,46.29,82.83,1850
20/3/2019,1831,2.0629,2.714,6.7101,458.77,105.2822,371,61.73,75.89,1831
