Date,Corn,TR,IR,ER,ine,FP.CFI,CFD,GPR,EPU,corn
21/3/2019,1824,2.0629,2.661,6.685,464.64,105.2684,375.6,89.63,91.17,1824
22/3/2019,1816,2.0475,2.62,6.6944,461.21,105.1218,378,113.93,83.99,1816
25/3/2019,1816,2.0475,2.535,6.7098,450.3,104.915,379,97.22,69.27,1816
26/3/2019,1822,2.0475,2.495,6.7042,454.59,104.9222,376.4,174.2,78.28,1822
27/3/2019,1842,2.0475,2.286,6.7141,458.18,105.0563,373.4,99.86,92.66,1842
28/3/2019,1833,2.0475,2.041,6.7263,453.2,104.2516,373.6,38.8,53.74,1833
29/3/2019,1844,2.0589,2.486,6.7335,457.66,103.5628,357,112.27,91.25,1844
1/4/2019,1843,2.0589,2.315,6.7193,460.85,103.6828,361.6,162.03,117.34,1843
2/4/2019,1852,2.0589,1.956,6.7161,469.42,104.2381,361.6,146.81,130.56,1852
3/4/2019,1858,2.0589,1.663,6.7194,471.81,104.8384,363,119.76,81.95,1858
4/4/2019,1886,2.0589,1.417,6.7055,468.61,104.9811,365,223.68,82.78,1886
8/4/2019,1879,2.0589,1.428,6.7201,476.19,105.4754,360,88.44,58.07,1879
9/4/2019,1867,2.0589,1.797,6.7142,477.81,105.0972,360.2,23.75,60.19,1867
10/4/2019,1876,2.0589,2.278,6.711,475.67,105.5435,370.2,45.53,71.78,1876
11/4/2019,1881,2.0589,2.735,6.7088,479.89,105.6169,368.6,134.17,54.57,1881
12/4/2019,1897,2.1052,2.652,6.722,475.11,105.3547,369,151.31,75.79,1897
15/4/2019,1909,2.1052,2.797,6.7112,472.14,106.2281,371.2,160.1,76.25,1909
16/4/2019,1912,2.1052,2.883,6.7097,467.67,106.0519,367.6,235.9,58.1,1912
17/4/2019,1904,2.1052,2.998,6.711,474.69,105.8691,366.6,86.8,63.24,1904
18/4/2019,1895,2.1052,2.812,6.6911,472.77,105.3177,367.2,35.54,56.96,1895
19/4/2019,1908,2.1467,2.661,6.7043,475.83,105.4161,367.2,135.34,48.34,1908
22/4/2019,1920,2.1467,2.557,6.7035,489.64,105.5622,363.4,122.58,78.68,1920
23/4/2019,1919,2.1467,2.828,6.7082,497.63,105.468,359.6,112.89,56.96,1919
24/4/2019,1914,2.1467,2.752,6.7205,496.16,104.7882,355,131.86,60.14,1914
25/4/2019,1914,2.1467,2.785,6.7307,505.02,104.4799,357,144.61,76.31,1914
26/4/2019,1902,2.1743,2.496,6.7307,497.27,103.5635,361,88.85,67.89,1902
29/4/2019,1917,2.1743,1.7,6.731,482.11,103.3226,361,39.16,97.53,1917
30/4/2019,1916,2.1743,2.086,6.7286,488.2,103.0275,362.4,86.48,75.34,1916
6/5/2019,1923,2.1743,1.642,6.7344,471.55,102.8576,364.6,88.08,93.78,1923
7/5/2019,1928,2.1743,1.391,6.7614,484.5,103.3666,367,81.45,111.09,1928
8/5/2019,1920,2.1743,1.141,6.7596,481.42,103.6313,363.2,195.41,101.81,1920
9/5/2019,1929,2.1743,1.513,6.7665,480.79,104.1044,353.4,247.76,67.46,1929
10/5/2019,1925,2.2284,1.826,6.7912,486.57,104.2372,351,41.42,108.12,1925
13/5/2019,1949,2.2284,2.156,6.7954,495.88,104.0051,357.4,108.82,94.65,1949
14/5/2019,1947,2.2284,2.4123,6.8365,494.85,103.3284,368.6,92.5,126.65,1947
15/5/2019,1960,2.2284,2.5334,6.8649,499.25,103.5461,368.6,27.27,132.3,1960
16/5/2019,1978,2.2284,2.281,6.8688,505.51,104.7524,380,52.47,94.72,1978
17/5/2019,1996,2.2288,2.134,6.8859,510.21,105.0138,382.4,40.21,117.89,1996
20/5/2019,2008,2.2288,2.5845,6.8988,518.32,104.8307,390.4,133.93,95.08,2008
21/5/2019,1995,2.2288,2.75,6.899,508.25,105.3558,394,40.33,73.8,1995
22/5/2019,1986,2.2288,2.623,6.8992,503.08,104.6108,394,13.54,69.8,1986
23/5/2019,1982,2.2288,2.584,6.8994,492.14,103.991,390,113.27,71.04,1982
24/5/2019,1985,2.2442,2.342,6.8993,471.5,103.6647,403.4,77.37,144.24,1985
27/5/2019,2007,2.2442,2.666,6.8924,469.3,104.5446,425,249.28,102.04,2007
28/5/2019,1994,2.2442,2.76,6.8973,474.8,104.8988,425,7.89,69.48,1994
29/5/2019,2004,2.2442,2.491,6.8988,472.98,106.5102,416.4,112.28,55.62,2004
30/5/2019,1986,2.2442,2.067,6.899,474.7,106.3961,436,61.71,50.84,1986
31/5/2019,1971,2.3162,2.194,6.8992,448.3,106.0198,427,67.35,94.35,1971
3/6/2019,1963,2.3162,2.003,6.8896,430.14,105.1802,428,99.88,72.86,1963
4/6/2019,1974,2.3162,1.738,6.8822,423.14,106.1027,424.4,90.31,120.06,1974
5/6/2019,1964,2.3162,1.593,6.8903,425.73,106.1645,413.4,132.75,217.51,1964
6/6/2019,1955,2.3162,1.521,6.8945,416.92,105.0003,419,92.29,137.43,1955
10/6/2019,1966,2.3162,1.848,6.8925,435.08,104.598,415,127.96,162.1,1966
11/6/2019,1963,2.3162,2.053,6.893,431.93,104.8743,427,86.08,130.24,1963
12/6/2019,1957,2.3162,1.939,6.8932,423.94,104.7768,447.6,50.2,116.03,1957
13/6/2019,1963,2.3162,1.924,6.8934,428.11,105.7694,455.4,117.21,143.87,1963
14/6/2019,1947,2.3362,1.723,6.8937,426.4,105.9882,461.4,140.88,145.07,1947
17/6/2019,1953,2.3362,1.801,6.894,426.14,106.2046,468.4,96.42,82.16,1953
18/6/2019,1949,2.3362,1.601,6.8942,413.15,106.1045,461.6,194.95,146.35,1949
19/6/2019,1943,2.3362,1.447,6.8893,424.48,105.4602,452,112.58,77.89,1943
20/6/2019,1937,2.3362,1.253,6.8805,432.45,105.2647,461,31.81,116.67,1937
21/6/2019,1953,2.1715,1.112,6.8472,438.94,105.2878,453.4,69.61,178.92,1953
24/6/2019,1952,2.1715,1,6.8503,447.11,104.9764,458,75.7,92.75,1952
25/6/2019,1949,2.1715,1.023,6.858,439.53,105.1063,457,191.19,74.19,1949
26/6/2019,1940,2.1715,0.991,6.8701,449.36,104.8205,454.4,96.77,142.51,1940
27/6/2019,1940,2.1715,0.9615,6.8778,447.01,104.9147,450,110.46,64.08,1940
28/6/2019,1948,2.0686,1.3705,6.8747,443.61,104.9356,439,131.79,129.48,1948
1/7/2019,1936,2.0686,1.065,6.8716,451.41,104.9526,422.6,30.81,174.62,1936
2/7/2019,1934,2.0686,0.914,6.8513,445.14,104.5198,427.2,88.04,144.12,1934
3/7/2019,1939,2.0686,0.877,6.864,429.42,103.8744,441.4,151.39,126.27,1939
4/7/2019,1934,2.0686,0.844,6.8705,430.93,104.2469,441.4,139.38,96.84,1934
5/7/2019,1934,1.9598,1.055,6.8697,433.45,104.5233,442.2,254.47,72.83,1934
8/7/2019,1933,1.9598,1.445,6.8881,442.8,104.3964,442.6,232.68,72.06,1933
9/7/2019,1921,1.9598,1.773,6.8853,441.78,103.2627,436.2,138.51,40.14,1921
10/7/2019,1911,1.9598,1.814,6.8856,444.01,102.9901,437,110.99,45.62,1911
11/7/2019,1914,1.9598,1.998,6.8677,461.86,103.4074,447.2,111.92,103.84,1914
12/7/2019,1918,2.004,2.235,6.8662,458.92,103.2522,459.2,291.23,72.49,1918
15/7/2019,1928,2.004,2.6175,6.8677,455.15,104.1116,447.4,161.58,72.19,1928
16/7/2019,1927,2.004,2.725,6.871,453.4,103.8676,442.2,156.55,53.41,1927
17/7/2019,1925,2.004,2.711,6.8827,439.47,103.6547,440,139.82,77.06,1925
18/7/2019,1934,2.004,2.772,6.8761,434.91,103.8485,431.4,38.89,61.63,1934
19/7/2019,1920,2.132,2.827,6.8635,430.4,103.5267,437,35.31,61.84,1920
22/7/2019,1915,2.132,2.6698,6.8759,433.22,103.4189,427.4,39.07,75.32,1915
23/7/2019,1918,2.132,2.562,6.8818,435.81,103.7228,431.4,84.49,114.24,1918
24/7/2019,1927,2.132,2.481,6.886,439.18,103.911,430.6,90.45,79.72,1927
25/7/2019,1927,2.132,2.628,6.8737,439.79,104.4551,427,133.51,40.68,1927
26/7/2019,1924,2.1824,2.636,6.8796,443.54,104.2584,424.2,113.15,116.11,1924
29/7/2019,1930,2.1824,2.629,6.8821,439.31,104.6115,426,158.58,86.97,1930
30/7/2019,1924,2.1824,2.621,6.8862,443.52,104.6952,421,91.15,139.24,1924
31/7/2019,1930,2.1824,2.642,6.8841,447.36,104.5989,410.2,119.5,103.01,1930
1/8/2019,1933,2.1824,2.634,6.8938,444.33,104.3513,404.4,102.36,150.2,1933
2/8/2019,1926,2.2735,2.634,6.8996,429.84,104.2663,410,153.48,117.41,1926
5/8/2019,1922,2.2735,2.544,6.9225,433.91,105.057,416,198.6,83.03,1922
6/8/2019,1974,2.2735,2.261,6.9683,430.9,105.5492,412.4,156.55,84.05,1974
7/8/2019,1965,2.2735,2.22,6.9996,419.6,105.4879,414.6,88.31,92.22,1965
8/8/2019,1929,2.2735,2.5,7.0039,413.73,105.6902,418.2,66.01,93.48,1929
9/8/2019,1927,2.2939,2.596,7.0136,411.97,106.7671,417.6,124.69,92.35,1927
12/8/2019,1921,2.2939,2.629,7.0211,417.73,107.4773,392.6,167.42,109.59,1921
13/8/2019,1914,2.2939,2.667,7.0326,417.45,107.9942,376.6,184.66,70.1,1914
14/8/2019,1914,2.2939,2.689,7.0312,430.03,107.4089,371,189.72,133.71,1914
15/8/2019,1912,2.2939,2.659,7.0268,420.82,107.1915,371.6,220.65,144.25,1912
16/8/2019,1906,2.2939,2.665,7.0312,420.23,107.1929,383,278.94,105.71,1906
19/8/2019,1883,2.2939,2.666,7.0365,426.64,106.8849,375,208.67,144.84,1883
20/8/2019,1886,2.2939,2.642,7.0454,427,106.8843,370,64.66,229.29,1886
21/8/2019,1905,2.2939,2.5832,7.0433,426.71,107.0899,370.2,72.49,278.29,1905
22/8/2019,1908,2.2939,2.544,7.049,425.71,107.8457,371.2,140.26,186.06,1908
23/8/2019,1920,2.3573,2.586,7.0572,427,108.2969,367.2,104.79,268.83,1920
26/8/2019,1917,2.3573,2.639,7.057,421.82,108.8798,368.6,123.95,267.98,1917
27/8/2019,1900,2.3573,2.677,7.081,421.62,108.1379,366.2,39.21,173.5,1900
28/8/2019,1897,2.3573,2.609,7.0835,426.99,107.7564,371.4,95.5,132.75,1897
29/8/2019,1885,2.3573,2.478,7.0858,430.14,108.0626,370.4,12.87,100.25,1885
30/8/2019,1871,2.3919,2.572,7.0879,437.29,107.4467,370,41.48,116.43,1871
2/9/2019,1872,2.3919,2.55,7.0883,429.31,107.9623,361,87.91,229.98,1872
3/9/2019,1876,2.3919,2.513,7.0884,427.71,107.9086,361,106.49,95.61,1876
4/9/2019,1881,2.3919,2.445,7.0878,427.06,108.2967,358.4,62.37,92.02,1881
5/9/2019,1875,2.3919,2.536,7.0852,436.43,108.0099,360,54.21,106.57,1875
6/9/2019,1885,2.3415,2.597,7.0855,440.12,107.146,355.4,95.5,130.51,1885
9/9/2019,1885,2.3415,2.607,7.0851,446.38,106.973,353.4,40.61,65.84,1885
10/9/2019,1880,2.3415,2.553,7.0846,448.09,106.851,361.2,16.62,64.63,1880
11/9/2019,1874,2.3415,2.451,7.0843,449.15,106.8445,360,59.56,58.52,1874
12/9/2019,1872,2.3415,2.369,7.0846,436.92,106.3459,367,57.31,100.33,1872
16/9/2019,1869,2.3415,2.336,7.0657,470.27,106.987,374.2,107.49,67.24,1869
17/9/2019,1867,2.3415,2.565,7.073,489.88,107.5123,368,119.76,79.18,1867
18/9/2019,1873,2.3415,2.633,7.0728,469.67,107.1418,371.6,79.55,72.64,1873
19/9/2019,1864,2.3415,2.737,7.0732,458.2,106.8861,373,78.22,184.82,1864
20/9/2019,1851,2.2166,2.746,7.073,460.64,106.323,370.4,77.7,98.34,1851
23/9/2019,1855,2.2166,2.759,7.0734,462.68,106.3966,373,65.58,134.52,1855
24/9/2019,1854,2.2166,2.369,7.0729,458.57,105.8254,375.4,70.81,120.81,1854
25/9/2019,1850,2.2166,2.046,7.0724,450.16,105.6983,374,75.16,144.83,1850
26/9/2019,1840,2.2166,1.637,7.0729,447.96,105.5828,372.2,98.78,60.07,1840
27/9/2019,1830,2.1357,1.313,7.0731,446.03,104.7199,371.4,101.64,101.26,1830
30/9/2019,1823,2.1357,2.635,7.0729,444.57,104.4461,387,24.76,113,1823
8/10/2019,1824,2.1357,2.627,7.0726,437.54,105.4566,395.4,75.35,165.35,1824
9/10/2019,1830,2.1357,2.202,7.0728,445.75,106.3541,393.4,93.11,62.58,1830
10/10/2019,1838,2.1357,2.016,7.073,445.7,106.7081,380.2,118.7,119.93,1838
11/10/2019,1847,2.1934,1.911,7.0727,462.23,107.0757,397.2,106.49,95.08,1847
14/10/2019,1837,2.1934,2.555,7.0725,468.44,106.8357,397,97.5,108.55,1837
15/10/2019,1841,2.1934,2.703,7.0708,457.67,106.5871,393.2,82.07,68.05,1841
16/10/2019,1846,2.1934,2.694,7.0746,455.15,107.0175,391.6,12.9,114.65,1846
17/10/2019,1848,2.1934,2.585,7.0789,443.26,107.0269,394.6,76.28,156.8,1848
18/10/2019,1859,2.2406,2.618,7.069,446.54,107.4902,390.2,230.87,64.05,1859
21/10/2019,1847,2.2406,2.682,7.068,444.45,108.2579,387,112.86,57.74,1847
22/10/2019,1855,2.2406,2.799,7.0668,440.15,108.3553,388.2,144.4,42.25,1855
23/10/2019,1836,2.2406,2.654,7.0752,441.86,108.5045,388.2,166.19,80.02,1836
24/10/2019,1828,2.2406,2.446,7.0727,446.82,108.2841,387,114.12,56.27,1828
25/10/2019,1828,2.3765,2.506,7.0749,449.81,109.1693,387,61.62,67.88,1828
28/10/2019,1846,2.3765,2.478,7.0762,454.13,108.7917,384,59.97,28.94,1846
29/10/2019,1864,2.3765,2.368,7.0617,452.71,108.9873,386,151.26,134.13,1864
30/10/2019,1868,2.3765,2.303,7.0582,450.39,109.6139,390.2,56.3,111.12,1868
31/10/2019,1873,2.3765,2.59,7.0533,447.69,109.9736,389.2,68.11,133.29,1873
1/11/2019,1887,2.4685,2.301,7.0437,441.63,109.6502,388.2,66.37,35.14,1887
4/11/2019,1876,2.4685,2.075,7.0382,447.94,109.9869,383.2,60.42,75.66,1876
5/11/2019,1874,2.4685,1.88,7.0385,456.22,110.8523,381.6,92.04,129.4,1874
6/11/2019,1854,2.4685,1.788,7.008,455.64,110.0286,379.6,84.47,48.77,1854
7/11/2019,1845,2.4685,1.915,7.0008,452.09,109.6974,375,173.51,67.84,1845
8/11/2019,1865,2.4546,1.902,6.9945,450.45,109.5309,376.4,30.91,127.43,1865
11/11/2019,1855,2.4546,2.033,6.9933,450.67,109.6574,373.2,103.55,101.72,1855
12/11/2019,1838,2.4546,2.376,6.9988,455.88,109.4263,377.2,150.83,89.57,1838
13/11/2019,1841,2.4546,2.598,7.0026,449.64,109.4835,375,64.52,106.88,1841
14/11/2019,1840,2.4546,2.666,7.0083,455.14,108.9597,384,12.35,53.75,1840
15/11/2019,1841,2.4554,2.693,7.0091,449.57,108.5854,380,98.08,56.77,1841
18/11/2019,1859,2.4554,2.707,7.0037,454.99,108.7094,377.6,52.25,19.85,1859
19/11/2019,1854,2.4554,2.343,7.003,452.38,108.7096,380,102.31,33.14,1854
20/11/2019,1846,2.4554,1.899,7.0118,443.28,109.4829,377.2,247.91,46.27,1846
21/11/2019,1852,2.4554,1.849,7.0217,450.77,109.308,378.4,77.77,65.17,1852
22/11/2019,1847,2.3728,1.948,7.0306,456.96,108.9047,378,65.89,83.86,1847
25/11/2019,1841,2.3728,2.234,7.0397,461.47,109.1903,379.6,142.25,41.17,1841
26/11/2019,1839,2.3728,2.323,7.0344,458.33,108.5761,378,164.06,37.49,1839
27/11/2019,1836,2.3728,2.233,7.0349,461.23,108.2133,375.4,138.54,37.18,1836
28/11/2019,1824,2.3728,2.078,7.0271,459.84,108.0802,375.4,87.1,97.06,1824
29/11/2019,1830,2.3573,2.356,7.0298,461.37,108.4365,381,213.8,122.19,1830
2/12/2019,1823,2.3573,2.233,7.0262,449.77,108.1101,381.4,178.15,86.08,1823
3/12/2019,1898,2.3573,2.132,7.0223,447.74,107.8543,381,64.33,69.28,1898
4/12/2019,1896,2.3573,1.971,7.0382,447.09,108.0689,378,0,64.18,1896
5/12/2019,1894,2.3573,1.906,7.0521,454.13,108.1286,376,193.58,36.86,1894
6/12/2019,1904,2.3667,2.073,7.0383,456.44,108.7911,376.2,351.14,134.85,1904
9/12/2019,1895,2.3667,2.345,7.0405,465.33,109.5217,375.6,204.85,130.15,1895
10/12/2019,1905,2.3667,2.198,7.04,466.33,109.5869,377,131.83,189.13,1905
11/12/2019,1903,2.3667,2.081,7.0385,464.36,109.502,371.4,156.38,111.83,1903
12/12/2019,1904,2.3667,2.053,7.0253,464.15,109.3778,377.6,125.44,99.79,1904
13/12/2019,1893,2.3203,2.133,7.0156,464.35,109.6954,380.2,71.39,164.4,1893
16/12/2019,1894,2.3203,2.437,6.9915,471.42,109.4291,387.2,135.02,79.66,1894
17/12/2019,1886,2.3203,2.506,6.9971,471.41,109.9532,389.2,163.63,140.79,1886
18/12/2019,1891,2.3203,2.485,6.9969,472.88,110.1898,386.6,123.97,89.87,1891
19/12/2019,1882,2.3203,2.0575,7.0025,476.74,110.0292,386.2,88.97,70.52,1882
20/12/2019,1885,2.3077,1.814,7.002,478.54,110.3837,387.6,206.07,141.48,1885
23/12/2019,1895,2.3077,1.557,7.0117,475.42,110.4,388.6,101.55,110.91,1895
24/12/2019,1902,2.3077,1.114,7.0119,478.97,110.4201,388.2,66.06,97.08,1902
25/12/2019,1907,2.3077,0.943,7.0067,482.85,110.2939,388.2,41.19,43.46,1907
26/12/2019,1915,2.3077,0.848,6.9801,483.21,110.463,388.4,115.51,106.92,1915
27/12/2019,1913,1.9849,1.075,6.9879,487.9,111.6185,390,97.31,127.92,1913
30/12/2019,1915,1.9849,1.2,6.9805,487.25,112.6321,388,124.11,101.31,1915
31/12/2019,1910,1.9849,1.694,6.9762,482.09,113.2885,387.4,146.07,105.75,1910
2/1/2020,1918,1.9849,1.4436,6.9614,480.79,113.1749,391.2,167.76,139.13,1918
3/1/2020,1918,1.8911,1.162,6.9681,497.98,113.6302,386,24.11,108.1,1918
6/1/2020,1913,1.8911,1.003,6.9718,513.31,113.2309,385,143.3,147.96,1913
7/1/2020,1926,1.8911,1.215,6.969,499.81,113.4092,384.4,100.02,103.98,1926
8/1/2020,1918,1.8911,1.553,6.945,505.53,113.6819,384,142.47,91.15,1918
9/1/2020,1921,1.8911,1.69,6.9497,479.02,113.8574,383,116.13,71.92,1921
10/1/2020,1911,1.8593,1.7722,6.9351,476.95,114.0268,385.6,72.68,74.58,1911
13/1/2020,1918,1.8593,2.059,6.9263,474.99,113.9747,389.2,69.67,124.82,1918
14/1/2020,1919,1.8593,2.518,6.8954,463.26,113.2446,389,64.06,109.27,1919
15/1/2020,1924,1.8593,2.654,6.8845,461.17,112.8815,387,68.86,98.77,1924
16/1/2020,1946,1.8593,2.609,6.8807,461.41,112.3853,376,87.21,88.05,1946
17/1/2020,1947,1.9609,2.522,6.8878,462.28,112.1828,389,75.26,77.76,1947
20/1/2020,1944,1.9609,2.248,6.8664,464.25,112.018,387.4,169.51,96.05,1944
21/1/2020,1928,1.9609,1.885,6.8606,459.84,111.3504,387.4,229.83,87.56,1928
22/1/2020,1924,1.9609,1.534,6.8853,458.96,110.3575,388,149.17,77.19,1924
23/1/2020,1912,1.9609,2.444,6.8876,446.84,110.4249,393.4,64.96,70.67,1912
3/2/2020,1926,1.9609,2.504,6.9249,414.1,105.2489,378.2,195.14,124.15,1926
4/2/2020,1944,1.9609,2.273,6.9779,399.92,106.2703,382,200.2,111.96,1944
5/2/2020,1921,1.9609,2.051,6.9823,398.43,107.1985,380.4,218.39,84.94,1921
6/2/2020,1934,1.9609,1.819,6.9985,408.45,108.3286,379.6,106.49,81.75,1934
7/2/2020,1938,1.5731,1.793,6.9768,403.83,108.657,383,196.03,130.27,1938
10/2/2020,1926,1.5731,1.652,6.9863,399.39,109.027,381,211.67,111.39,1926
11/2/2020,1923,1.5731,1.56,6.9897,397.2,108.7154,380,153.36,152.71,1923
12/2/2020,1923,1.5731,1.521,6.9718,402.6,107.9259,382,284.8,79.26,1923
13/2/2020,1926,1.5731,1.443,6.9785,405.5,108.0158,384.4,136.4,82.23,1926
14/2/2020,1919,1.5155,1.256,6.9843,408.24,107.3114,382,198.96,71.98,1919
17/2/2020,1927,1.5155,1.425,6.9795,411.24,108.2327,386.4,159.26,82.54,1927
18/2/2020,1907,1.5155,1.503,6.9826,407.75,107.7906,386.4,201.1,77.38,1907
19/2/2020,1910,1.5155,1.626,7.0012,414.79,107.5246,384.4,117.98,56.47,1910
20/2/2020,1905,1.5155,1.403,7.0026,420.75,107.2695,382,39.35,103.7,1905
21/2/2020,1912,1.6562,1.355,7.021,416.56,107.6278,380.2,172.16,106.59,1912
24/2/2020,1913,1.6562,1.533,7.0246,402.76,106.8048,376.2,214.02,88.73,1913
25/2/2020,1915,1.6562,1.602,7.0232,402.4,105.9529,376,103.19,147.84,1915
26/2/2020,1913,1.6562,1.499,7.0126,386.4,105.8572,374,158.41,97.49,1913
27/2/2020,1927,1.6562,1.347,7.0215,373.4,105.86,368,141.26,106.55,1927
28/2/2020,1922,1.61,1.628,7.0066,358.69,104.4492,368,54.06,172.45,1922
2/3/2020,1943,1.61,1.714,6.9811,366.84,104.843,375.4,72.11,153.53,1943
3/3/2020,1941,1.61,1.622,6.9516,376.24,105.4548,380.2,80.9,132.55,1941
4/3/2020,1938,1.61,1.462,6.9514,374.71,105.2961,384.6,138.82,197.2,1938
5/3/2020,1943,1.61,1.45,6.9403,373.76,106.2485,381.2,153.03,118.02,1943
6/3/2020,1935,1.6234,1.362,6.9337,358.4,105.5707,376,156.38,132.5,1935
9/3/2020,1933,1.6234,1.588,6.926,338.94,102.6398,372.6,145.5,276.24,1933
10/3/2020,1947,1.6234,2.014,6.9389,308.83,103.4044,377.2,96.93,296.12,1947
11/3/2020,2020,1.6234,2.118,6.9612,279.85,103.5251,374,39.07,234.73,2020
12/3/2020,2008,1.6234,1.664,6.9641,267.14,101.6733,365.2,43.04,187.08,2008
13/3/2020,2010,1.589,1.414,7.0033,273.46,100.3708,365.4,111.13,330.85,2010
16/3/2020,1999,1.589,1.231,7.0018,254.77,101.1915,355.6,198.94,323.71,1999
